SMILES,ZINC_ID,ZINC_Protonation_ID
Cc1cc(=O)oc2c1ccc(c2)OCC(=O)N3CCN(CC3)S(=O)(=O)c4ccc(s4)Cl,C15560236,P23519427
Cc1ccc(s1)C(=O)CCC(=O)N2CCN(CC2)S(=O)(=O)c3ccc(cc3)Br,C19597161,P29044113
c1cc(ccc1[S@@](=O)Cc2ccc(o2)C(=O)N3CCN(CC3)Cc4ccc5c(c4)OCO5)Cl,C20514853,P30583665
c1ccc(cc1)S(=O)(=O)CCC(=O)N(CCCN2CCOCC2)c3nc4ccc(cc4s3)Cl,C20588732,P30713009
CN([C@@H]1CCS(=O)(=O)C1)C(=O)CSc2nc3c(c4c(s3)CCCC4)c(=O)n2C5CCCC5,C20895359,P31197513
C[C@H](C(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2)N3CCN(CC3)C/C=C/c4ccccc4,C23257599,P34606536
c1cc2c(cc1SCC(=O)N3CCc4c3ccc(c4)S(=O)(=O)N5CCCCC5)OCCCO2,C24534934,P36342325
CCn1c2ccc(cc2n(c1=O)CCS(=O)(=O)c3ccc(cc3)Br)C(=O)OCC,C24761773,P36654394
c1ccc2c(c1)cccc2CN3CCN(CC3)C(=O)CN4CCN(CC4)c5c6ccsc6ncn5,C25047135,P37080824
Cc1c(c(n(c(=O)c1C#N)C)N(C)Cc2ccccc2)/C=C\3/C(=O)N(C(=S)S3)CCCOC,C33454538,P49545994
CCCCN1C(=O)/C(=C\c2c(nc3ccccn3c2=O)N4CCC5(CC4)OCCO5)/SC1=S,C34988008,P51933885
c1ccc(cc1)CCS(=O)(=O)N2CCC3(CC2)N(CCO3)S(=O)(=O)c4ccc(cc4)Cl,C38568403,P58380482
COc1ccc2c(c1)nc(s2)N(Cc3ccncc3)C(=O)CCCS(=O)(=O)c4ccccc4,C38836015,P58834713
Cc1cc(c2c(c1)sc(n2)N(Cc3ccncc3)C(=O)CCCS(=O)(=O)c4ccc(cc4)OC)C,C38836433,P58835158
COc1ccc(cc1)C(=O)COC(=O)CN2C(=O)[C@H]3[C@H](C2=O)C4c5ccccc5C3c6c4cccc6,C00666304,P59679296
CCCn1c(c(c(c(c1=O)C#N)C)/C=C/2\C(=O)N(C(=S)S2)CCCOC)N3CCC[C@@H](C3)C,C39770000,P60306550
CCCn1c(c(c(c(c1=O)C#N)C)/C=C/2\C(=O)N(C(=S)S2)CC(C)C)N3C[C@@H](O[C@H](C3)C)C,C39770364,P60307085
CCn1c(c(c(n1)C)CCN(C)S(=O)(=O)c2cc3c(cc2Br)CCN3C(=O)C)C,C40451171,P61405115
CCOC(=O)N1CCN(CC1)S(=O)(=O)c2cc3c(cc2Br)CCN3C(=O)C4CC4,C45913558,P69149345
Cc1c(c(n(n1)[C@H]2CCS(=O)(=O)C2)C)N3CCN(CC3)S(=O)(=O)c4ccc(cc4)C(C)(C)C,C56937665,P85491675
Cc1c(ncn(c1=O)CC(=O)N(Cc2cccnc2)c3nc4ccc(cc4s3)Br)C,C36676365,P91981138
c1ccc(c(c1)N2CCN(CC2)Cn3c(=S)n(c(n3)CN4CCCCC4)c5ccc(cc5)F)F,C16834502,P96020750
c1ccc2c(c1)CCCN2S(=O)(=O)c3ccc4c(c3)CCN4C(=O)CCC(=O)N5CCCCC5,C64846400,P99637022
c1ccc(cc1)CN2CCC[C@@H]2C(=O)N3CCN(CC3)S(=O)(=O)c4ccc(s4)Br,C68751353,P105539369
Cc1cc(c(n1c2ccc(cc2)F)C)C(=O)N3CCN(CC3)S(=O)(=O)c4ccc(cc4)C(=O)C,C15621955,P105871400
c1ccc(cc1)c2cc3c(s2)c(=O)n(cn3)CC(=O)N(Cc4cccs4)[C@H]5CCS(=O)(=O)C5,C71822311,P111383566
c1cc(sc1)CN(C[C@H]2CCCO2)S(=O)(=O)c3ccc(cc3)S(=O)(=O)N4CCCCC4,C00906354,P126169782
Cc1ccc(c(c1)N2CCN(CC2)C(=O)CN3CCSc4c3cc(cc4)S(=O)(=O)N(C)C)C,C08610914,P126246567
c1ccc(cc1)S(=O)(=O)C2C[C@H]3CC[C@@H](C2)N3C(=O)c4ccc(cc4)S(=O)(=O)N5CCCCC5,C96375971,P152071946
CCOc1c(cc(cc1I)/C=C/2\C(=O)N(C(=S)N2CC(=O)OC)C)OC,C01134832,P152534142
c1ccc2c(c1)c(cn2CCC#N)/C=C\C(=O)N3CCN(CC3)S(=O)(=O)c4ccc5c(c4)CCC5,C96822553,P153117833
COc1ccc(cc1OC)S(=O)(=O)N2CCN(CC2)C(=O)/C=C\c3ccc(cc3)C(F)(F)F,C96842641,P153207701
c1ccc(cc1)/C=C\CN2CCN(CC2)C(=O)c3cc(ccc3Cl)S(=O)(=O)N4CCOCC4,C97674320,P154874570
Cc1c(cnn1C)S(=O)(=O)N2CCC[C@@H](C2)C(=O)NC3CCC(CC3)C,C02732376,P09647853
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)Nc2c3ccsc3ncn2,C05299407,P09699204
Cc1cc(nn1CC(=O)Nn2c(nc3c(c2=O)cc(s3)C)C)C(F)F,C02778216,P10710844
c1ccc(cc1)NS(=O)(=O)c2ccc(cc2)N3C(=O)CCS3(=O)=O,C11904466,P17588512
c1cc(c(cc1Cl)/C=C\2/C(=O)NC(=O)S2)OCC(=O)N3CCOCC3,C15056504,P22873356
CC1(CS(=O)(=O)N(C1=O)c2ccc(cc2)C(=O)NCc3ccco3)C,C15843069,P23883421
c1cc2c(cc1[C@H](CN3CCN(CC3)c4cnccn4)O)OCCCO2,C19345605,P28581731
CN(C1CCCCC1)C(=O)CN2CCc3nnc(n3CC2)[C@H]4CCCN4,C19706297,P29244963
CC(C)(C)N1C[C@@H](CC1=O)C(=O)N2CCC(CC2)C(=O)Nc3nccs3,C20354467,P30322002
Cc1cc(no1)NC(=O)CN2CCN(CC2)C(=O)c3ccc(cc3F)Cl,C26048349,P38491446
CC[C@@H](C)N([C@H]1CCS(=O)(=O)C1)C(=O)N[C@@]2(CCS(=O)(=O)C2)C,C06357559,P51721428
CNC(=O)[C@@H]1Cc2ccccc2CN1Cn3c(=S)n(c(n3)c4ccco4)C,C12867802,P55348071
[H]/N=c/1\c(cc2c(n1CCc3ccc(cc3)OC)nc4ccccn4c2=O)C#N,C20269126,P57369378
CS(=O)(=O)N1CCCc2c1cc(cc2)NS(=O)(=O)c3cccnc3,C38692801,P58590965
COc1cccc(c1OC)[C@@H]2CC(=O)NC3=NC(=NC(=O)[C@H]23)c4ccccc4,C38775882,P58714358
Cc1c(c(n(n1)C)C)C(=O)C2=C(C(=O)N([C@@H]2c3ccccc3OC)C)O,C41539113,P63087978
CS(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc2ccc3c(c2)OCCO3,C45865990,P69088198
CCN(CC)C1=NC2(CCN(CC2)C(=O)[C@H]3CCCCC[NH+]3C)C(=N1)[O-],C55283297,P83280744
CN1CCc2c(sc(n2)NC(=O)Cc3csc(n3)N4CCCC4=O)C1,C23609007,P87092352
c1ccc(c(c1)NC(=O)Cn2cnc3ccsc3c2=O)N4CCCC4=O,C11651887,P87348791
c1ccc2c(c1)[C@@H](CCO2)NC(=O)Cn3c(noc3=O)c4cccs4,C58208933,P87847714
CCN1C(=O)/C(=C/c2cc(n(c2C)c3ccc(cc3)OC)C)/C(=O)NC1=O,C05947709,P89647768
CC(=O)C1=CC(=NC1)C(=O)N2CCC(CC2)C(=O)Nc3ccc(cn3)Cl,C63963888,P98196905
c1ccnc(c1)C2=C[C@H](N=N2)C(=O)N3CCC[C@@H](C3)C(=O)NC4CCCC4,C64506096,P99044454
c1ccc2c(c1)cc(o2)C[NH+]3C[C@H](C[C@@H](C3)C(=O)[O-])C(=O)N4CCOCC4,C71419229,P110513657
Cc1nc2c(c(n1)NC[C@H]3CCCCO3)CCN(CC2)c4cnccn4,C72478684,P112762211
Cc1c(c(c([nH]1)C)S(=O)(=O)N2CCCCC2)c3nnc(o3)C4CCC4,C75505032,P117526303
C[C@@H]1CCCC[C@@H]1NC(=O)CN2CCN(CC2)C(=O)C(=O)N3CCCC3,C51954595,P119603914
C[C@@H]1CCCC[C@H]1NC(=O)CN2CCN(CC2)C(=O)C(=O)N3CCCC3,C51954601,P119603926
CCN1CCN(CC1)[C@H]2CCN(C2)C(=O)NC[C@@H]3CN4CCCC[C@@H]4CO3,C90656809,P141801305
CCn1ccnc1CN2CCC3(CC2)c4c(nc[nH]4)CCN3C(=O)C5CC5,C91440505,P143092731
c1cnc(cn1)N2CCC(CC2)NC(=O)[C@@H]3CC(=O)N(C3)C4CCCC4,C91665505,P143499833
CN(C)C(=O)C[NH+]1C[C@@H]2CC[C@H](C1)N(C2)C(=O)c3ccc(cc3[O-])OC,C91745787,P143640902
Cc1c(scn1)C(=O)N2CCC3(CCC(=O)N(C3)CCc4cnc[nH]4)CC2,C91964732,P143967993
CC(C)(C)c1c(cn(n1)C)C(=O)N2CCC[C@@H](C2)c3n[nH]c(=S)n3C4CC4,C92244289,P144415200
Cc1ccc(o1)CN2CCN(CC2)S(=O)(=O)c3c[nH]c4c3cccn4,C92423667,P144678926
Cc1cc(c(o1)C)CN2CCN(CC2)S(=O)(=O)c3c[nH]c4c3cccn4,C92423812,P144679071
COc1ccc2cc(cnc2c1)NC(=O)Cn3cnc4ccc(cc4c3=O)F,C95477013,P149980545
CCC(=O)N1CCc2c([nH]cn2)C13CCN(CC3)Cc4nccn4CC,C95499268,P150084144
CCCN1CCc2c([nH]cn2)C13CCN(CC3)C(=O)Cn4c(cc(n4)C)C,C95520237,P150125921
COCC(=O)N1CCc2c([nH]cn2)C13CCN(CC3)C(=O)C[C@@H]4CCC=C4,C95527940,P150140688
c1ccc2c(c1)N(C(=O)[C@@H]3C[C@H](O2)CN3Cc4[nH]ccn4)Cc5cccnc5,C96111840,P151394428
Cc1ccc(o1)CNC(=O)[C@@H]2C[C@]3(CN(c4c3cccc4)S(=O)(=O)C)CO2,C96144573,P151456407
Cc1c(c(c([nH]1)C)S(=O)(=O)N2CCC[C@H](C2)C)c3nnc(o3)C4CCC4,C96379732,P152077888
Cc1c(c(n(n1)C)C)S(=O)(=O)NC2CCN(CC2)c3nccs3,C96383981,P152084761
Cn1cc(c(=O)n(c1=O)C)/C=C/C(=O)Nc2ncc(s2)c3ccccc3,C53541617,P153674736
c1cc2c(cc1CNC(=O)CN3C(=O)[C@H]4CCCC[C@@H]4C3=O)OCCO2,C23074213,P154680721
CCOC(=O)C1=NN[C@@H]2[C@H]1C(=O)N(C2=O)c3ccc(cc3)Br,C97958256,P156338057
c1ccnc(c1)N2CC[C@@H](C2)NS(=O)(=O)c3ccc4c(c3)OCCO4,C98305771,P156370367
c1ccc(c(c1)/C=C/C(=O)N2CCCN(CC2)S(=O)(=O)c3c[nH]cn3)F,C98349857,P156422802
COc1cc(c(cc1OC)OC)[C@H]2C3C(=NC(=C)C2C(=O)OC[C@@H]4CCCO4)CCCC3=O,C08439352,P12781138
CCOC(=O)c1c(nc(s1)N2[C@H]([C@@H](C(=O)C2=O)C(=O)c3ccc(o3)C)c4ccccc4F)C,C08738557,P13415111
Cc1ccc(cc1)c2csc(c2S(=O)(=O)N3CCN(CC3)c4ncccn4)C(=O)OC,C09320583,P14283128
c1ccc2c(c1)c(=O)n(c(n2)SCC#N)CCCn3c(=O)c4ccccc4nc3SCC#N,C03010261,P14511534
Cc1ccc2nc(cc(=O)n2c1)COC(=O)[C@H]3CCCN3S(=O)(=O)c4ccc(cc4)Cl,C09487184,P14531451
c1ccc2c(c1)cc(o2)C(=O)OCC(=O)N3CCN(CC3)S(=O)(=O)c4ccc(cc4)Cl,C09534568,P14608898
c1cc(cc(c1)Br)COc2ccc(cc2[N+](=O)[O-])S(=O)(=O)N3CCOCC3,C09704267,P14860950
c1ccc2c(c1)C(=NS2(=O)=O)N(Cc3ccco3)c4ccc(cc4)OC(=O)c5cccnc5,C09892732,P15193788
C[C@H](C(=O)OCC(=O)N1CCN(CC1)S(=O)(=O)c2ccccc2)Oc3ccc(cc3)Cl,C10286032,P15636757
CCOC(=O)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)Cc3ccc(c(c3)OC)C,C10444774,P15837454
CCOC(=O)[C@H]1CCCN(C1)S(=O)(=O)c2c(cc(cc2C)N3CCCCS3(=O)=O)C,C12004410,P17708617
COc1ccc(cc1OC)[C@H]2c3cccn3CCN2S(=O)(=O)c4ccc(c(c4)OC)OC,C12361663,P18162588
C[C@H](C(=O)OC)N1C(=O)/C(=C\c2cc(c(c(c2)Br)OCC(=O)OC)Cl)/SC1=O,C12381052,P18192878
CCN(Cc1ccccc1)C(=O)Cn2c(=O)c3c(cc(nc3n(c2=O)c4ccccc4OC)C)C,C12411809,P18241259
CCCOc1ccc(cc1OC)[C@@H]2[C@H](C(=O)C(=O)N2c3cc(on3)C)C(=O)c4ccc(cc4)C,C09507083,P20427455
CCCCN1c2ccccc2[C@@]3(C1=O)[C@H](C(=O)C(=O)N3CCOC)C(=O)c4ccc5c(c4)C[C@@H](O5)C,C09557564,P20429095
COC(=O)[C@H]1[C@@H](C([C@@H]([C@@H](C1=O)C(=O)OC)c2ccccc2F)(C#N)C#N)c3ccc(cc3)C#N,C13396960,P20590552
c1cc(ccc1C#N)S(=O)(=O)N2CCC(CC2)C(=O)OCc3cc4c(c(c3)Cl)OCCO4,C15612510,P23578950
CN(C)S(=O)(=O)c1ccc(cc1)C(=O)N(Cc2cccnc2)c3nc4ccc(cc4s3)OC,C15881788,P23976501
CC1=NC2=C([C@H](C1C(=O)OC)c3ccccn3)C(=O)[C@H]([C@H](C2)c4ccc(cc4)OC)C(=O)OC,C12384569,P24037712
c1cc(oc1)CN2[C@H]([C@@H](C(=O)C2=O)C(=O)c3ccc(cc3)Br)c4ccc(cc4)[N+](=O)[O-],C01121149,P24591787
c1ccc(cc1)C(=O)c2ccc(cc2)OCC(=O)N3CCN(CC3)S(=O)(=O)c4ccccc4C#N,C18039061,P26945354
COc1ccc(cc1Br)CN2CCN(CC2)S(=O)(=O)c3ccc(cc3)[N+](=O)[O-],C19854117,P29506474
Cc1c(c(n(n1)c2ccc(cc2)F)C)/C=C/C(=O)OCC(=O)N3CCN(CC3)c4ccc(cc4)OC,C21278487,P31764016
COc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N2CCN(CC2)Cc3ccc(cc3)Br,C21325052,P31832185
CCc1nn2c(=O)cc(nc2s1)CSc3nc4c(c(c(s4)C)C)c(=O)n3CCOC,C21603979,P32205626
CCN(CC)S(=O)(=O)c1ccc2nnc(n2c1)SCC(=O)N3CCC[C@@H]4[C@H]3CCCC4,C22069484,P32835534
CCOC(=O)c1c(c2c(nc(nc2s1)C)N3CCN(CC3)Cc4ccc(c(c4)OC)OC)C,C22813520,P33885772
COc1ccc(cc1)n2c(nnn2)CN3CCN(CC3)C(=O)c4ccc(cc4)c5ccccc5,C23233462,P34487016
c1ccc(cc1)C(=O)c2ccc(cc2)OCC(=O)N3CCN(CC3)Cc4cc(=O)n5ccsc5n4,C23845352,P35359685
CCN1C[C@@H](Oc2c1cccc2)CN(C)C(=O)C3CCN(CC3)S(=O)(=O)c4ccccc4C#N,C24276131,P35981906
Cc1ccc(cc1)n2c(nc3c2nccc3)CN4CCN(CC4)S(=O)(=O)c5ccc(cc5)OC,C33280783,P49217871
Cc1cc(c(c(c1)C)OCC(=O)c2ccc3c(c2)N(C(=O)CO3)CCCC(=O)N4CCOCC4)C,C37512949,P55788041
CCN1CCN(CC1)C(=O)CN2c3cc(ccc3OCC2=O)C(=O)COc4ccc(c(c4)C)Cl,C37513142,P55788234
c1ccc2c(c1)N(c3ccccc3S2)CCC(=O)OCC(=O)N4CCN(CC4)C(=O)c5ccco5,C03279088,P56811048
COc1cc(cc(c1OC)OC)C(=O)N2CCN(CC2)C3=NN=C(CS3)c4ccc(cc4)Cl,C38553503,P58360285
CCOc1ccccc1N2CCN(CC2)Cn3c4cc(ccc4oc3=S)S(=O)(=O)N(C)C,C40161119,P60952271
CCOC(=O)c1c(c2c(s1)ncn(c2=O)CN3CCN(CC3)c4ccc(cc4)C(=O)C)C,C57999678,P87329080
CN(C)C(=O)/C(=C\c1cc(c(cc1Br)OCc2cccc(c2)[N+](=O)[O-])OC)/C#N,C59334397,P90195156
CC1CCN(CC1)[C@H]2CC(=O)N(C2=O)c3ccc(cc3)C(=O)OCC(=O)c4ccc(cc4)OC,C22573473,P90634899
CCOC(=O)C1=C(N=C([C@@H]1S(=O)(=O)N2CCC(CC2)C(=O)N3c4ccccc4C[C@H]3C)C)C,C64503128,P99039450
CC1(c2ccccc2N(C1=O)CC(=O)N3CCN(CC3)Cc4ccc(c(c4OC)OC)OC)C,C35398877,P99264664
C[C@@H](C(=O)N(C)CC(=O)N(C)Cc1cn(nc1c2ccc(cc2)Cl)c3ccccc3)n4cccn4,C71966123,P111695450
Cn1cc(cn1)c2nc(cs2)C(=O)N3CCN(CC3)[C@@H](c4ccc(cc4)Cl)C(=O)OC,C71969791,P111703598
C[C@@H]1CN(C[C@@H](O1)C)C(=O)COC(=O)c2ccc(c(c2)S(=O)(=O)N3CCCCC3)Cl,C12591312,P126540095
COc1ccccc1N2CCN(CC2)S(=O)(=O)c3ccc(c(c3)C(=O)N4CCCCC4)OC,C13568850,P126548082
Cc1cc(ccc1OC)S(=O)(=O)N2CCCN(CC2)S(=O)(=O)c3ccc(c(c3)C)OC,C00911374,P128059146
Cc1cccn2c1nc3c(c2=O)cc(/c(=N/C(=O)/C=C/C=C\SC)/n3CCCOC(C)C)C#N,C16680148,P153392561
Cc1cc(no1)CN2CCN(CC2)C(=O)/C=C\c3ccc(cc3)OCc4cn5ccccc5n4,C96925248,P153400744
COc1ccc(c(c1OC)OC)[C@H]2[C@@H]3[C@@H](C(=O)N(C3=O)Cc4ccccc4)ON2c5ccccc5,C06576831,P155540755
c1ccc2c(c1)c(c[nH]2)CCN3[C@@H]([C@H](C(=O)C3=O)C(=O)c4ccc(cc4)Cl)c5cccc(c5)Br,C04635185,P06421629
Cc1ccc2c(c1S(=O)(=O)N(CCc3ccccc3)Cc4cc5c(cc(cc5[nH]c4=O)C)C)nsn2,C00925524,P09344843
c1cc(cc(c1)S(=O)(=O)Nc2ccc(c3c2nccc3)Br)S(=O)(=O)c4ccc(cc4)Cl,C01097298,P09499169
Cc1c(c2cc(c3ccccc3c2o1)NS(=O)(=O)c4ccc(cc4)Br)C(=O)OCCOC,C02954450,P09958756
[H]/N=C\1/C(=C/c2cn(c3c2cccc3)Cc4cccc5c4cccc5)/C(=O)N=C6N1N=C(S6)COc7ccccc7,C08451394,P12968429
[H]/N=C\1/C(=C/c2cn(c3c2cccc3)CCOc4cccc(c4)C)/C(=O)N=C5N1N=C(S5)c6ccccc6Cl,C08453433,P12968851
CCOc1ccc(cc1)C(=O)[C@H]2[C@H](N(C(=O)C2=O)CCc3c[nH]c4c3cccc4)c5ccc(cc5)Br,C01411040,P13472603
COc1ccc(cc1)/C=c\2/c(=O)n(/c(=C(\C#N)/C(=O)Nc3ccc(cc3)Cl)/s2)c4ccc(cc4)OC,C03220848,P18081770
Cc1ccc2cc(c(=O)[nH]c2c1C)CN(Cc3ccc(cc3)F)S(=O)(=O)c4c(ccc5c4nsn5)C,C06410224,P19266690
Cc1c([nH]c2c1cccc2C(=O)N(Cc3ccncc3)Cc4ccc(c(c4)OCc5ccccc5F)OC)C,C12152736,P20463323
c1ccnc(c1)COc2ccc(cc2)CN([C@H]3CCCCNC3=O)C(=O)c4ccc(cc4)c5cccc(c5)F,C12152774,P20463434
c1ccc(cc1)CS(=O)(=O)N2C[C@H](Oc3c2cccc3)C(=O)NCCSCc4ccc(cc4)Cl,C13677122,P21049005
c1ccc2c(c1)c(c[nH]2)CCN3[C@@H]([C@H](C(=O)C3=O)C(=O)c4ccc(cc4)F)c5ccc(cc5)Br,C01413451,P22737116
C[C@]12c3c(c4ccccc4[nH]3)[C@@H](CN1C(=O)CN(C2=O)CCc5ccccc5F)c6cccc(c6OC)OC,C02136759,P24108348
c1ccc(cc1)Cc2ccccc2NC(=O)CCC(=O)N3CCN(CC3)S(=O)(=O)c4ccc(cc4)Cl,C16043541,P24258228
C[C@@]1(Cn2c(cc(n2)c3ccccc3)C(=O)N1Cc4ccc(cc4)SC)C(=O)NCc5ccccc5OC,C21854528,P32524872
CC(=O)N1CCC(CC1)(C(=O)NCc2ccccc2)N(c3ccc(cc3)Cl)C(=O)c4ccc(cc4)OC,C33068387,P48940199
CC[NH+](CC)CCCN1[C@@H](C(=C(C1=O)[O-])C(=O)c2ccc(o2)C)c3ccc(cc3)I,C33498197,P49620311
CC(C)(C)c1ccc(cc1)[C@H]2N([C@H](CS2)C(=O)NCc3ccc4c(c3)OCO4)C(=O)c5ccc(cc5)F,C33617280,P49802957
C[C@H](CCc1ccccc1)N2CC(=O)N3[C@@H](C2=O)Cc4c5ccccc5[nH]c4[C@@H]3c6cc(ccc6OC)OC,C34706149,P51503971
Cc1cc(nn1c2cc(ccc2F)F)c3c(nc4n(c3=O)c(cs4)CC(=O)NCCc5ccccc5)C,C35911962,P53316747
C/C=C\[C@H](C(=O)NCS(=O)(=O)c1ccc(cc1)C)N(c2ccccc2Cl)C(=O)Cc3ccccc3C,C36541600,P54314788
CCCN([C@H](c1ccc(cc1)OC)C(=O)NCS(=O)(=O)c2ccc(cc2)C)C(=O)C#Cc3ccccc3,C36570563,P54355187
CC(C)OCCCN1[C@@H](c2c(=O)c3cc(ccc3oc2C1=O)F)c4cc(c(c(c4)Br)O)OC,C39840487,P60456339
CCCCn1c(c(c(c(c1=O)C#N)C)/C=C/2\C(=O)N(C(=S)S2)C3CCCC3)NCCc4ccccc4,C39851733,P60471453
CCOc1ccc(cc1)N\2C(=O)[C@H](S/C2=C(\C#N)/C(=O)NCc3ccccc3)Cc4ccccc4Cl,C39896141,P60524680
Cc1c\2c(oc1C(=O)N(Cc3ccccc3)Cc4ccccc4)CCC/C2=N\NC(=O)c5ccc(cc5)OC,C40813834,P61966137
Cc1ccc(cc1)/C=C\2/C(=O)N(C(=S)S2)CCCC(=O)Nc3c(non3)c4ccc5c(c4)CCCC5,C47133701,P70692933
[H]\N=C\1/C(=C/c2ccc(c(c2)OC)OCCOc3cc(ccc3C)C)/C(=O)N=C4N1C(=CS4)c5ccccc5,C13809952,P75273962
[H]\N=C\1/C(=C/c2ccc(c(c2)OCC)OCCOc3cccc(c3)C)/C(=O)N=C4N1C(=CS4)c5ccccc5,C13810261,P75284715
Cc1ccccc1n2c3c(c(=O)n(c(n3)SCC(=O)Nc4nccs4)c5ccccc5F)sc2=S,C03026527,P80095638
Cc1ccc(cc1)n2c(=O)c3c(nc2SCC(=O)NCc4ccccc4)n(c(=S)s3)c5ccccc5C,C03034645,P80097104
COc1ccc(cc1)C(=O)N2CCN(CC2)c3ccc(cc3)NC(=O)COc4ccc(cc4)Br,C57317178,P86045186
c1ccc(cc1)CCNC(=O)[C@@H]2CC(=O)N(/C(=N/c3ccc(cc3)F)/S2)CCc4ccc5c(c4)OCO5,C58942623,P89234457
Cc1cc(c(c2c1C(=O)/C(=C/c3cc(cc4c3OCOC4)Br)/O2)C[NH+](C)Cc5ccccc5)[O-],C41514626,P96622485
CCCOc1ccc(cc1OC)[C@@H]2CN3C(=O)CN(C(=O)[C@@]3(c4c2c5ccccc5[nH]4)C)Cc6ccccc6Cl,C70700705,P109078438
COc1ccccc1OCCN2c3ccccc3[C@](C2=O)(CC(=O)c4ccc(o4)c5ccc(cc5)Cl)O,C72194006,P112148209
CCn1cc(c(=O)c2c1ccc(c2)S(=O)(=O)N3CCc4ccccc4C3)C(=O)NCc5ccccc5Cl,C08596943,P126240689
[H]/N=C\1/C(=C\c2cc(c(c(c2)Cl)OCc3ccccc3)OC)/C(=O)N=C4N1N=C(S4)Cc5ccccc5,C35240176,P152349082
Cc1c(c(on1)/C=C\c2ccccc2F)S(=O)(=O)N3CCC[C@@H](C3)C(=O)N[C@@H]4CCCc5c4cccc5,C96646607,P152785947
Cc1c(c(on1)/C=C\c2ccccc2F)S(=O)(=O)N3CCC(CC3)C(=O)NCc4ccc(cc4)Cl,C96839314,P153197978
c1ccc(cc1)/C=C/2\C(=O)N(c3ccccc3S2)CC(=O)NCCCN4CCN(CC4)c5ccccc5F,C96888500,P153302642
Cc1ccc2c(c1)c(=O)c(co2)[C@H]3C4=C(C[C@@H](CC4=O)c5ccccc5Cl)NC(=C3C(=O)OCCOC)C,C97939624,P155477484
[H]/N=c/1\c2c3c(c(=S)n(c2nc(n1c4ccccc4)SCc5ccccc5)c6ccccc6)COC(C3)(C)C,C97951188,P155525083
[H]/N=C\1/C(=C\c2ccc(cc2)OCCOc3ccc(cc3)Br)/C(=O)N=C4N1N=C(S4)CCCC,C97958883,P155552097
Cc1cc(cc(c1)OCCOc2ccc(cc2)/C=C/3\C(=O)NC(=O)N(C3=O)c4ccc(cc4)Br)C,C97958532,P155553002
CCCOc1c(cc(cc1Br)/C=C\2/C(=O)N(C(=S)S2)NC(=O)c3cccs3)OCC,C97961975,P155561301
Cc1cc(ccc1C(=O)C2=C(C(=O)N([C@@H]2c3ccc(cc3)Br)CCOC)O)OCc4ccccc4,C53305888,P155583355
c1ccc(cc1)OCCn2cc(c3c2cccc3)/C=C\4/C(=O)NC(=O)N(C4=O)c5ccc(cc5)Br,C02261886,P155587087
[H]/N=C(/N1[C@@H](CC(=N1)c2ccccc2)c3ccccc3)\S[C@@H]4CC(=O)N(C4=O)c5ccc(cc5)Br,C98045387,P155774293
CCC[C@@H]1CO[C@@](O1)(Cn2c[n+](cn2)CC(=O)c3ccc(cc3Cl)Cl)c4ccc(cc4Cl)Cl,C01823509,P10230284
CC1(CC2=NC(=C)C([C@@H](C2C(=O)C1)c3ccc(cc3OC)OC)C(=O)Nc4ccc(c[nH+]4)Br)C,C08413419,P12788728
CC1(CC2=NC(=C)C([C@@H]([C@@H]2C(=O)C1)c3ccc(cc3OC)OC)C(=O)Nc4ccc(c[nH+]4)Br)C,C08413419,P12788734
CCCn1c(c2ccccc2n1)P(=NC(=S)N3CC[NH+](CC3)CC)(N4CCCCC4)N5CCCCC5,C12559874,P18461387
Cc1ccc2cc(c(=O)[nH]c2c1)[C@H](c3nnnn3C4CCCC4)[NH+](Cc5ccc(cc5)OC)C[C@H]6CCCO6,C12833849,P18853846
Cc1c([nH]c2c1cccc2C(=O)N(Cc3cc[nH+]cc3)Cc4ccc(c(c4)OCc5ccccc5F)OC)C,C12152736,P20561047
CCc1ccc2c(c1)sc(n2)N(Cc3ccc[nH+]c3)C(=O)[C@H]4CCCN(C4)S(=O)(=O)c5ccccc5,C12665250,P20769490
Cc1cc(c2c(c1)nc(s2)N(Cc3ccc[nH+]c3)C(=O)[C@H]4CCCN(C4)S(=O)(=O)c5ccccc5)C,C12665258,P20769498
c1cc[nH+]c(c1)COc2ccc(cc2)CN([C@H]3CCCCNC3=O)C(=O)c4cccc(c4)c5ccc(cc5)F,C14993688,P22821395
c1cc(cc(c1)Cl)c2c(cc3ccc(cc3[nH+]2)F)CN(CCCN4CCCC4=O)C(=O)c5cncs5,C14995670,P22822133
CN1CC[NH+](CC1)CCCN2[C@H](C(=O)N(C2=S)c3ccc(cc3)OC)CC(=O)Nc4ccc(cc4)Cl,C20107950,P29923093
c1cc2c(cc1N3CCOCC3)c(=O)n(c(=S)[nH]2)CCCCCC(=O)N4CCC(CC4)[NH+]5CCCCC5,C20644553,P30808688
Cc1ccc(cc1)/C=C/c2c(c(no2)C)S(=O)(=O)N3CCC(CC3)C(=O)NCC[NH+](C)C4CCCCC4,C21090373,P31481221
